FPR,TPR,Threshold
0.0,0.6037344398340249,0.998663067817688
0.0,0.6058091286307054,0.9986624717712402
0.0,0.6078838174273858,0.9986623525619507
0.0,0.6109958506224067,0.998661994934082
0.0,0.6130705394190872,0.9986616373062134
0.0,0.6151452282157677,0.998660683631897
0.0,0.6182572614107884,0.9986597299575806
0.0,0.6244813278008299,0.9986575841903687
0.0,0.6286307053941909,0.9986567497253418
0.0,0.6296680497925311,0.9986566305160522
0.0,0.6338174273858921,0.9986562728881836
0.0,0.6369294605809128,0.9986557960510254
0.0,0.6390041493775933,0.9986554384231567
0.0,0.6400414937759336,0.9986550807952881
0.0,0.6421161825726142,0.9986546039581299
0.0,0.6483402489626556,0.9986525774002075
0.0,0.6504149377593361,0.9986521601676941
0.0,0.6607883817427386,0.9986476302146912
0.0,0.6628630705394191,0.9986470341682434
0.0,0.6732365145228216,0.9986407160758972
0.0,0.6763485477178424,0.9986391663551331
0.0,0.6784232365145229,0.9986386895179749
0.0,0.6877593360995851,0.9986275434494019
0.0,0.6898340248962656,0.9986270666122437
0.0,0.7043568464730291,0.9986110925674438
0.0,0.7064315352697096,0.9986108541488647
0.0,0.7157676348547718,0.9986011385917664
0.0,0.7188796680497925,0.998600423336029
0.0,0.729253112033195,0.9985935091972351
0.0,0.7313278008298755,0.9985933899879456
0.0,0.7437759336099585,0.9985791444778442
0.0,0.7479253112033195,0.9985772371292114
0.0,0.7624481327800829,0.9985643029212952
0.0,0.7645228215767634,0.9985641837120056
0.0,0.7676348547717843,0.998556911945343
0.0,0.7697095435684648,0.9985564351081848
0.0,0.774896265560166,0.9985476136207581
0.0,0.7769709543568465,0.9985461235046387
0.0,0.783195020746888,0.9985345602035522
0.0,0.7873443983402489,0.9985330104827881
0.0,0.7894190871369294,0.9985302686691284
0.0,0.7914937759336099,0.9985297918319702
0.0,0.8049792531120332,0.9985008239746094
0.0,0.8070539419087137,0.9984990358352661
0.0,0.808091286307054,0.9984879493713379
0.0,0.8101659751037344,0.9984878301620483
0.0,0.8112033195020747,0.9984846711158752
0.0,0.8132780082987552,0.9984831213951111
0.0,0.8174273858921162,0.9984706044197083
0.0,0.8205394190871369,0.9984675049781799
0.0,0.8568464730290456,0.99830162525177
0.0,0.8589211618257261,0.998292863368988
0.0,0.8609958506224067,0.9982414245605469
0.0,0.8630705394190872,0.9982168078422546
0.0,0.8692946058091287,0.9981333613395691
0.0,0.8713692946058091,0.9981301426887512
0.0,0.8879668049792531,0.9980523586273193
0.0,0.8900414937759336,0.9980449676513672
0.0,0.8941908713692946,0.9979185461997986
0.0,0.8962655601659751,0.9978995323181152
0.0,0.9429460580912863,0.9612733721733093
0.0,0.9470954356846473,0.9554561376571655
0.0,0.9481327800829875,0.9463000297546387
0.0006807351940095302,0.9481327800829875,0.9393033385276794
0.0006807351940095302,0.9522821576763485,0.9308465123176575
0.0013614703880190605,0.9522821576763485,0.9305461049079895
0.0013614703880190605,0.9574688796680498,0.9136731028556824
0.0020422055820285907,0.9574688796680498,0.9050520658493042
0.0020422055820285907,0.9585062240663901,0.902802586555481
0.0020422055820285907,0.9605809128630706,0.8992701768875122
0.0020422055820285907,0.9616182572614108,0.8945401906967163
0.002722940776038121,0.9616182572614108,0.8932068943977356
0.002722940776038121,0.9636929460580913,0.8832258582115173
0.002722940776038121,0.9657676348547718,0.8766347169876099
0.0034036759700476512,0.9657676348547718,0.8737457990646362
0.0034036759700476512,0.9678423236514523,0.8591671586036682
0.0040844111640571815,0.9678423236514523,0.8480008244514465
0.0040844111640571815,0.9719917012448133,0.826288104057312
0.005445881552076242,0.9719917012448133,0.8097946643829346
0.005445881552076242,0.9730290456431535,0.8001593947410583
0.009530292716133424,0.9730290456431535,0.760979413986206
0.009530292716133424,0.975103734439834,0.7461087107658386
0.011572498298162015,0.975103734439834,0.738709568977356
0.011572498298162015,0.9761410788381742,0.7368609309196472
0.014295439074200136,0.9761410788381742,0.6973804235458374
0.014295439074200136,0.9802904564315352,0.6821855902671814
0.014976174268209666,0.9802904564315352,0.6807584166526794
0.014976174268209666,0.9813278008298755,0.6737458109855652
0.015656909462219197,0.9813278008298755,0.6508059501647949
0.015656909462219197,0.983402489626556,0.6254240274429321
0.016337644656228726,0.983402489626556,0.618643045425415
0.016337644656228726,0.9854771784232366,0.5960114002227783
0.01701837985023826,0.9854771784232366,0.5919215679168701
0.01701837985023826,0.9865145228215768,0.5823431611061096
0.018379850238257316,0.9865145228215768,0.5662593245506287
0.018379850238257316,0.9885892116182573,0.5508931875228882
0.02042205582028591,0.9885892116182573,0.5282354950904846
0.02042205582028591,0.9896265560165975,0.5257280468940735
0.0224642614023145,0.9896265560165975,0.5101726055145264
0.023825731790333562,0.9896265560165975,0.45347875356674194
0.03880190605854323,0.9896265560165975,0.33771342039108276
0.03880190605854323,0.9906639004149378,0.33767932653427124
0.039482641252552755,0.9906639004149378,0.3337657153606415
0.039482641252552755,0.991701244813278,0.33200377225875854
0.04016337644656229,0.991701244813278,0.32968705892562866
0.04016337644656229,0.9927385892116183,0.3166753649711609
0.04424778761061947,0.9927385892116183,0.2749193012714386
0.04424778761061947,0.9937759336099585,0.2672586739063263
0.04628999319264806,0.9937759336099585,0.25065216422080994
0.04628999319264806,0.9948132780082988,0.2437775880098343
0.04901293396868618,0.9948132780082988,0.2358424961566925
0.05037440435670524,0.9948132780082988,0.23547372221946716
0.05445881552076242,0.9948132780082988,0.21492332220077515
0.05445881552076242,0.995850622406639,0.21233168244361877
0.07964601769911504,0.995850622406639,0.14604000747203827
0.07964601769911504,0.9968879668049793,0.14312323927879333
0.11504424778761062,0.9968879668049793,0.08055482804775238
0.11640571817562968,0.9968879668049793,0.08031226694583893
0.13818924438393465,0.9968879668049793,0.0589090958237648
0.13955071477195372,0.9968879668049793,0.058270733803510666
0.15997277059223963,0.9968879668049793,0.04413299635052681
0.15997277059223963,0.9979253112033195,0.04412016645073891
0.2450646698434309,0.9979253112033195,0.018906796351075172
0.24642614023144996,0.9979253112033195,0.018652165308594704
0.2627637848876787,0.9979253112033195,0.01682582125067711
0.26412525527569775,0.9979253112033195,0.0166628360748291
0.28863172226004086,0.9979253112033195,0.013802294619381428
0.28863172226004086,0.9989626556016598,0.01376862358301878
0.2899931926480599,0.9989626556016598,0.01365934032946825
0.2899931926480599,1.0,0.013557951897382736
0.44179714091218514,1.0,0.007473040372133255
0.44315861130020423,1.0,0.007462055888026953
0.46562287270251873,1.0,0.007123981602489948
0.46698434309053777,1.0,0.007105667144060135
0.7433628318584071,1.0,0.004805427044630051
0.7447243022464262,1.0,0.004803486634045839
0.8379850238257318,1.0,0.0045454492792487144
0.8393464942137508,1.0,0.004542259033769369
1.0,1.0,0.0038734732661396265
