Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc,Train_AUC,Val_AUC
1,0.32822025454294224,0.15205105768911767,0.8927250308261405,0.9656565656565657,0.9530674040827164,0.9687510996938452
2,0.1637333396820683,0.12926446322840873,0.9613645704891081,0.9696969696969697,0.9676290642856942,0.9819914135904564
